,ID,Date,Price,Bedrooms,Bathrooms,Sqft_living,Sqft_lot,Floors,Condition,Grade,Sqft_above,Sqft_basement,Year_built,Location
3693,1703050200,20140806T000000,648000,4,2.5,2620,5450,2,3,9,2620,0,2001,98074 - Sammamish
3694,1703050420,20150330T000000,651100,4,2.5,2310,5526,2,3,9,2310,0,2003,98074 - Sammamish
3695,1703050500,20150321T000000,645000,3,2.5,2490,5978,2,3,9,2490,0,2003,98074 - Sammamish
3696,1703050520,20150414T000000,652100,3,2.5,2380,5017,2,3,9,2380,0,2003,98074 - Sammamish
3697,1703400470,20141219T000000,375000,2,1,980,3915,1,4,7,980,0,1919,98118 - Seattle
3698,1703400585,20141215T000000,325000,3,2,2330,4950,1.5,3,6,1430,900,1900,98118 - Seattle
3699,1703400910,20140811T000000,639000,3,2.5,2010,3300,2,3,9,1610,400,2014,98118 - Seattle
3700,1703401110,20140807T000000,292000,2,1,880,5500,1,3,6,880,0,1904,98118 - Seattle
3701,1703900005,20150501T000000,465000,3,1,1210,4872,1,4,6,1210,0,1949,98118 - Seattle
3702,1703900155,20141113T000000,325000,2,1,790,6000,1,3,7,790,0,1948,98118 - Seattle
3703,1704900135,20141111T000000,315000,2,1,840,5087,1,3,7,840,0,1925,98118 - Seattle
3704,1704900180,20141030T000000,430000,3,1,1560,5225,1.5,3,7,1260,300,1927,98118 - Seattle
3705,1704900206,20140602T000000,465500,3,1.75,1890,7004,1,3,7,1290,600,1965,98118 - Seattle
3706,1704900303,20141211T000000,608000,3,2.25,1720,5234,2,3,9,1240,480,2011,98118 - Seattle
3707,1705400055,20140719T000000,519000,4,1,1640,6305,1.5,5,6,1640,0,1907,98118 - Seattle
3708,1705400244,20150402T000000,535000,2,1,1390,5346,1,5,7,960,430,1908,98118 - Seattle
3709,1705400350,20150127T000000,350000,3,1,1050,5518,1,3,7,1050,0,1948,98118 - Seattle
3710,1705400361,20141208T000000,600000,2,1,2120,6897,1,4,7,1060,1060,1923,98118 - Seattle
3711,1705400550,20150213T000000,467500,3,1,1700,4165,1.5,3,7,1700,0,1918,98118 - Seattle
3712,1708400370,20140626T000000,339000,2,1,950,7954,1,4,7,950,0,1941,98108 - Tukwila
3713,1708400555,20140625T000000,346500,2,1.75,1610,6300,1,3,7,1010,600,1941,98108 - Tukwila
3714,1708400595,20140725T000000,360000,5,1.75,1550,5225,1.5,4,7,1550,0,1941,98108 - Tukwila
3715,1710400005,20141119T000000,690000,3,2,1770,1800,3,3,8,1770,0,1999,98122 - Seattle
3716,1710400007,20141211T000000,660000,3,2,1770,2150,3,3,8,1770,0,1999,98122 - Seattle
3717,1714900060,20150424T000000,442000,5,3,2560,5445,1.5,4,7,1760,800,1927,98108 - Tukwila
3718,1721059069,20140717T000000,235000,3,2,1110,8724,1,4,7,1110,0,1990,98002 - Auburn
3719,1721059218,20140818T000000,271675,3,1.75,2140,13068,1,4,7,1460,680,1974,98092 - Auburn
3720,1721059230,20150304T000000,265953,3,1.75,1470,13068,1,4,7,1470,0,1975,98092 - Auburn
3721,1721059286,20150121T000000,383000,4,2.5,2640,8055,2,3,9,2640,0,2004,98092 - Auburn
3722,1721069036,20140529T000000,412000,3,1.75,1950,52256,1,4,8,1950,0,1985,98042 - Covington
3723,1721800190,20150409T000000,300000,2,1.5,1300,6120,1,3,6,820,480,1945,98146 - Burien
3724,1721800470,20140521T000000,230000,5,2,1930,6120,1.5,3,6,1930,0,1941,98146 - Burien
3725,1721801010,20140903T000000,225000,3,1,1790,6120,1,3,6,1790,0,1937,98146 - Burien
3726,1721801010,20150424T000000,302100,3,1,1790,6120,1,3,6,1790,0,1937,98146 - Burien
3727,1721801025,20140718T000000,210000,2,1,1040,4590,1,3,7,1040,0,1954,98146 - Burien
3728,1721801161,20141030T000000,236000,4,2.5,1630,3060,2,3,7,1630,0,2003,98146 - Burien
3729,1721801280,20150304T000000,230000,2,0.75,900,3527,1,3,6,900,0,1939,98146 - Burien
3730,1721801591,20150219T000000,89950,1,1,570,4080,1,3,5,570,0,1942,98146 - Burien
3731,1722059021,20141217T000000,336500,3,2,1830,12891,1,3,7,1830,0,1994,98031 - Kent
3732,1722059222,20141120T000000,350000,3,1.5,1550,40752,1,5,7,1550,0,1954,98031 - Kent
3733,1722059235,20140703T000000,304900,4,1.75,2600,11325,1,4,7,1610,990,1969,98031 - Kent
3734,1722059326,20140805T000000,269000,3,2,1210,7136,1,3,7,1210,0,2003,98031 - Kent
3735,1722069052,20141024T000000,565000,5,2.5,4320,107157,1,4,8,2160,2160,1967,98038 - Hobart
3736,1722069097,20141229T000000,540000,3,2.5,3100,100188,1,4,7,1820,1280,1981,98038 - Hobart
3737,1722069145,20141223T000000,760000,4,2.5,3580,97574,2,3,9,3580,0,2004,98038 - Hobart
3738,1722800835,20140811T000000,252500,2,1,770,2191,1,3,6,770,0,1937,98108 - Tukwila
3739,1722800860,20150309T000000,400000,3,2.75,2220,5000,2,3,7,2220,0,1993,98108 - Tukwila
3740,1723049008,20140822T000000,200000,2,1,930,8665,1,4,6,930,0,1938,98168 - SeaTac
3741,1723049033,20140620T000000,245000,1,0.75,380,15000,1,3,5,380,0,1963,98168 - SeaTac
3742,1723049270,20150107T000000,340500,3,2,2270,28025,1,4,7,1920,350,1947,98168 - SeaTac
3743,1723049419,20141204T000000,306000,3,1.5,1250,8700,1,4,7,1250,0,1959,98168 - SeaTac
3744,1723049567,20140730T000000,150000,3,1,1320,24684,1,3,7,1320,0,1979,98168 - SeaTac
3745,1723049624,20140512T000000,330000,5,3,2100,7715,1,3,7,1250,850,2013,98168 - SeaTac
3746,1723059050,20140611T000000,290300,2,1,860,3874,1,4,6,860,0,1931,98055 - Renton
3747,1723099031,20141020T000000,724950,4,3.5,3010,174240,2,3,9,3010,0,2004,98045 - Garcia
3748,1724079013,20140718T000000,529000,3,2.25,1940,217800,2,3,9,1940,0,1990,98024 - Fall City
3749,1724079048,20141208T000000,475000,3,2.5,2680,87117,1,3,7,1340,1340,1989,98024 - Fall City
3750,1724500030,20150312T000000,415000,4,2.5,2400,7292,1,3,8,1530,870,1980,98133 - Seattle
3751,1725059182,20140701T000000,1150000,4,2.5,3340,10422,2,3,10,3340,0,1996,98033 - Kirkland
3752,1725059187,20141029T000000,595000,2,1.75,1280,8500,1,3,7,1280,0,1953,98033 - Kirkland
3753,1725059209,20140929T000000,698000,6,2.5,2680,11250,1,5,7,1340,1340,1967,98033 - Kirkland
3754,1725059252,20150402T000000,550000,4,3.5,2770,24140,2,3,8,2770,0,1967,98033 - Kirkland
3755,1725059259,20141125T000000,437500,3,1,1630,16393,1,3,7,1630,0,1969,98033 - Kirkland
3756,1725059330,20150327T000000,1100000,4,2.5,2570,9470,2,3,9,2570,0,2006,98033 - Kirkland
3757,1725079025,20140903T000000,539000,3,2,2350,209088,1,3,7,2350,0,1993,98014 - Carnation
3758,1725079047,20141104T000000,410000,3,2.25,2280,200811,1,3,7,2280,0,1978,98014 - Carnation
3759,1725079061,20140710T000000,500000,3,1.75,1640,47044,1,3,7,1640,0,1989,98014 - Carnation
3760,1725800280,20140616T000000,373000,3,1,1770,5720,1.5,4,7,1140,630,1926,98126 - Seattle
3761,1726059053,20140916T000000,270000,2,1.5,1380,209959,1,1,6,1380,0,1954,98011 - Bothell
3762,1726059134,20141010T000000,1080000,3,2.5,2830,56628,2,3,11,2830,0,2001,98011 - Bothell
3763,1726069051,20140523T000000,306000,2,1,780,13500,1,4,7,780,0,1946,98077 - Cottage Lake
3764,1726069060,20150409T000000,655000,4,2.75,2890,46609,2,4,9,2890,0,1981,98077 - Cottage Lake
3765,1726069064,20150324T000000,380000,2,1,1140,75132,1,3,7,1140,0,1956,98077 - Cottage Lake
3766,1726069084,20141208T000000,465000,4,1.75,1810,21650,2,4,7,1810,0,1961,98077 - Cottage Lake
3767,1726069179,20141223T000000,432000,3,1.75,2410,51763,1,4,8,1410,1000,1981,98077 - Cottage Lake
3768,1726069198,20140918T000000,850000,3,2.5,3260,91911,2,4,9,3260,0,1984,98077 - Cottage Lake
3769,1726069202,20140718T000000,420000,3,1.75,1060,38644,1,3,7,1060,0,1983,98077 - Cottage Lake
3770,1726600110,20140717T000000,675000,3,2.25,2260,13209,1,3,9,2260,0,1977,98005 - Bellevue
3771,1726600120,20140701T000000,729032,4,2.5,2840,12866,1,4,9,1780,1060,1977,98005 - Bellevue
3772,1726600150,20150226T000000,970000,4,3,3510,12410,2,4,9,3510,0,1976,98005 - Bellevue
3773,1727000680,20141209T000000,699000,4,2.5,2440,14470,1,4,9,1660,780,1970,98005 - Bellevue
3774,1727001300,20140609T000000,1900000,4,3.25,4130,112521,2,3,11,4130,0,1978,98005 - Bellevue
3775,1727500010,20150107T000000,354000,3,1.75,1340,6300,1,3,7,1340,0,1972,98034 - Bothell
3776,1727500230,20141119T000000,415000,3,1.75,1640,6435,1,3,7,1190,450,1972,98034 - Bothell
3777,1727500280,20140820T000000,480000,4,2.25,1770,7000,1,5,7,1770,0,1972,98034 - Bothell
3778,1727500340,20140614T000000,397500,3,2,1510,6710,1,3,7,1070,440,1972,98034 - Bothell
3779,1727500390,20141030T000000,450000,4,2.25,1710,7000,1,4,7,1040,670,1972,98034 - Bothell
3780,1727510030,20150312T000000,530000,3,2.25,1680,7262,1,5,7,1180,500,1973,98034 - Bothell
3781,1727850340,20140929T000000,1270000,4,2.75,3200,13729,2,3,11,3200,0,1984,98005 - Bellevue
3782,1727850350,20141112T000000,1190000,4,2.5,3480,12164,1.5,4,11,3480,0,1984,98005 - Bellevue
3783,1732600050,20141017T000000,423500,3,2,2000,10490,1,3,8,1430,570,1978,98033 - Kirkland
3784,1732800175,20140630T000000,850000,3,2.5,2650,2387,2,3,8,1830,820,1920,98119 - Seattle
3785,1732800184,20140508T000000,499000,2,1.5,1110,957,2,3,8,930,180,2005,98119 - Seattle
3786,1732800194,20141113T000000,840000,2,2.5,1680,975,3,3,9,1680,0,2009,98119 - Seattle
3787,1732800199,20150511T000000,935000,2,2.5,1680,977,3,3,9,1680,0,2009,98119 - Seattle
3788,1732800820,20140619T000000,1330000,4,2.5,2440,3600,2.5,4,8,2440,0,1902,98119 - Seattle
3789,1732800865,20141002T000000,1300000,4,2.5,3470,4160,2,3,9,2480,990,1927,98119 - Seattle
3790,1732801300,20141008T000000,1250000,2,2.5,2310,3313,2,3,9,2310,0,2006,98119 - Seattle
3791,1735800050,20150409T000000,142500,1,1,690,6825,1,4,5,690,0,1917,98002 - Auburn
3792,1736100090,20141214T000000,339888,3,1,1040,7490,1,3,7,1040,0,1969,98034 - Bothell
3793,1736800520,20150403T000000,662500,3,2.5,3560,9796,1,3,8,1860,1700,1965,98007 - Bellevue
3794,1736800740,20150303T000000,525000,4,1.75,2120,7725,1,3,8,1220,900,1965,98007 - Bellevue
3795,1736800920,20150421T000000,475000,3,1.75,1320,7840,1,3,8,1320,0,1966,98007 - Bellevue
3796,1737100040,20141022T000000,525000,3,1.75,1710,7350,1,3,8,1280,430,1981,98033 - Kirkland
3797,1737100830,20150205T000000,577000,4,2.25,2360,7490,2,3,8,2360,0,1979,98033 - Kirkland
3798,1737300110,20140826T000000,434000,4,3,2010,8171,2,3,8,2010,0,1973,98011 - Bothell
3799,1737300130,20141222T000000,610000,6,2.5,3610,12033,2,3,8,3210,400,1970,98011 - Bothell
3800,1737320060,20140610T000000,366000,3,1.75,1520,8625,1,3,8,1520,0,1976,98011 - Bothell
3801,1737320120,20140502T000000,470000,5,2.5,2210,9655,1,3,8,1460,750,1976,98011 - Bothell
3802,1741700040,20150113T000000,725000,3,1,1000,19969,1,3,7,1000,0,1951,98033 - Kirkland
3803,1745000090,20141110T000000,208000,3,1.5,1210,7247,1,4,7,1210,0,1967,98003 - Federal Way
3804,1745100140,20141017T000000,210000,3,1,1700,11390,1,4,7,1700,0,1967,98003 - Federal Way
3805,1748800120,20150318T000000,353500,4,2.5,3250,4650,2,3,8,3250,0,2007,98031 - Kent
3806,1753500100,20140709T000000,309000,3,2.25,1980,8755,1,4,7,1300,680,1963,98198 - SeaTac
3807,1755700060,20140611T000000,371500,3,2,1370,8336,1,5,7,1370,0,1964,98133 - Seattle
3808,1755700090,20140801T000000,405000,3,2.25,1590,7267,1,4,7,1100,490,1976,98133 - Seattle
3809,1759701600,20140512T000000,465000,3,1.5,2020,11358,1,4,6,1190,830,1956,98033 - Kirkland
3810,1760600009,20140829T000000,229000,3,1,1030,7800,1,3,7,1030,0,1954,98168 - SeaTac
3811,1760650210,20141201T000000,286950,4,2.5,1610,4052,2,3,7,1610,0,2013,98042 - Covington
3812,1760650280,20150306T000000,324950,4,2.5,2110,4178,2,3,7,2110,0,2013,98042 - Covington
3813,1760650290,20150205T000000,313200,3,2.5,1950,4197,2,3,7,1950,0,2013,98042 - Covington
3814,1760650500,20150129T000000,332000,4,2.5,2300,4482,2,3,7,2300,0,2013,98042 - Covington
3815,1760650610,20150330T000000,324500,4,2.5,2110,3825,2,3,7,2110,0,2012,98042 - Covington
3816,1760650670,20140812T000000,270000,3,2.25,1400,3825,2,3,7,1400,0,2012,98042 - Covington
3817,1760650750,20141006T000000,320000,4,2.5,2300,3825,2,3,7,2300,0,2012,98042 - Covington
3818,1760650820,20150428T000000,290000,3,2.25,1610,3764,2,3,7,1610,0,2012,98042 - Covington
3819,1760650880,20150317T000000,327000,4,2.5,2110,3825,2,3,7,2110,0,2013,98042 - Covington
3820,1760650900,20140721T000000,337500,4,2.5,2330,4907,2,3,7,2330,0,2013,98042 - Covington
3821,1760650950,20150423T000000,309000,3,2.5,1950,3825,2,3,7,1950,0,2013,98042 - Covington
3822,1760651000,20140613T000000,250000,3,2.25,1400,3814,2,3,7,1400,0,2012,98042 - Covington
3823,1761100080,20140717T000000,205000,3,1.75,1290,7210,1,3,7,1290,0,1984,98023 - Federal Way
3824,1761100190,20140724T000000,225000,3,2.25,1470,6808,1,3,7,1160,310,1984,98023 - Federal Way
3825,1761100300,20141030T000000,220000,3,1.75,1230,7200,1,3,7,1230,0,1986,98023 - Federal Way
3826,1761300100,20140618T000000,279950,5,1.75,2150,7171,1,4,7,1460,690,1970,98031 - Kent
3827,1761300110,20140702T000000,260000,4,2,1620,7992,2,4,7,1620,0,1975,98031 - Kent
3828,1761300310,20140827T000000,211000,4,2,1710,8288,1.5,3,7,1710,0,1970,98031 - Kent
3829,1761300340,20140610T000000,251750,3,2,1320,7200,1,5,7,1320,0,1975,98031 - Kent
3830,1761300650,20141006T000000,295000,4,2,1710,8814,1,5,7,1030,680,1975,98031 - Kent
3831,1761300850,20141217T000000,271000,4,1.75,1710,7200,1,5,7,910,800,1975,98031 - Kent
3832,1761600050,20141231T000000,397000,3,2,1100,9165,1,4,7,1100,0,1969,98034 - Bothell
3833,1761600150,20140730T000000,358000,3,1.5,1250,7194,1,4,7,1250,0,1969,98034 - Bothell
3834,1762600070,20150116T000000,917500,4,2.5,3880,35003,2,3,10,2570,1310,1984,98033 - Kirkland
3835,1762600090,20150424T000000,1210000,4,2.5,3430,35120,2,3,10,3430,0,1984,98033 - Kirkland
3836,1762600190,20141229T000000,1040000,4,2.5,3170,47502,2,3,10,3170,0,1988,98033 - Kirkland
3837,1762600260,20140522T000000,1050000,4,3.25,3440,35021,2,3,10,3440,0,1983,98033 - Kirkland
3838,1762600280,20140714T000000,1200000,3,2.5,3430,28718,1.5,3,10,3430,0,1984,98033 - Kirkland
3839,1762600320,20140610T000000,1030000,5,4,3760,28040,2,3,10,3760,0,1983,98033 - Kirkland
3840,1765100025,20150202T000000,253000,3,2.25,1440,9806,1,3,7,1440,0,1965,98030 - Kent
3841,1766600075,20140902T000000,389100,2,1,840,5400,1,4,7,840,0,1948,98118 - Seattle
3842,1769600147,20140731T000000,477590,3,3.25,2260,7701,2,3,8,1760,500,2000,98146 - Burien
3843,1769600204,20150225T000000,350000,3,1.75,1830,9425,1,3,8,1590,240,1946,98146 - Burien
3844,1770000090,20150407T000000,484000,3,1.75,1950,17400,1,3,7,1210,740,1976,98072 - Cottage Lake
3845,1770000130,20141126T000000,435000,3,1.75,1750,16748,1,3,7,1330,420,1978,98072 - Cottage Lake
3846,1770000330,20141003T000000,500000,4,2.75,2630,15000,1,4,7,1690,940,1976,98072 - Cottage Lake
3847,1770000460,20141203T000000,430000,3,2.25,1830,19965,1,3,8,1400,430,1976,98072 - Cottage Lake
3848,1770000490,20140522T000000,356000,2,1.75,1060,16470,1,3,7,1060,0,1977,98072 - Cottage Lake
3849,1771000290,20141203T000000,340000,3,1.75,1280,16200,1,3,8,1030,250,1976,98077 - Cottage Lake
3850,1771000430,20140502T000000,315000,3,1,1160,9180,1,3,7,1160,0,1968,98077 - Cottage Lake
3851,1771000440,20140904T000000,322500,3,1,1160,9750,1,3,7,1160,0,1968,98077 - Cottage Lake
3852,1771000540,20141104T000000,325000,3,1,1160,9525,1,4,7,1160,0,1968,98077 - Cottage Lake
3853,1771000690,20140528T000000,305000,3,1,1160,11776,1,3,7,1160,0,1968,98077 - Cottage Lake
3854,1771000760,20140513T000000,319000,3,1,1390,12823,1,4,7,1390,0,1968,98077 - Cottage Lake
3855,1771000890,20140917T000000,305000,3,1,1160,9750,1,3,7,1160,0,1967,98077 - Cottage Lake
3856,1771000950,20141106T000000,353000,4,1.75,1780,9794,1,3,7,1780,0,1967,98077 - Cottage Lake
3857,1771000960,20150429T000000,380000,3,1,1160,9375,1,3,7,1160,0,1967,98077 - Cottage Lake
3858,1771000970,20141010T000000,330000,3,1,1160,9600,1,4,7,1160,0,1967,98077 - Cottage Lake
3859,1771100030,20150106T000000,335000,3,1,1120,9075,1,3,7,1120,0,1977,98077 - Cottage Lake
3860,1771100130,20150316T000000,332900,3,1.5,1190,11996,1,4,7,1190,0,1969,98077 - Cottage Lake
3861,1771100240,20140925T000000,361000,3,1.75,1650,11220,1,4,7,1650,0,1969,98077 - Cottage Lake
3862,1771100330,20140605T000000,250000,3,2.5,1510,10384,1,2,7,1030,480,1976,98077 - Cottage Lake
3863,1771100360,20140707T000000,320000,3,1,1120,10576,1,4,7,1120,0,1969,98077 - Cottage Lake
3864,1771100440,20140610T000000,360000,4,2,1630,10375,1,5,7,1630,0,1968,98077 - Cottage Lake
3865,1771110070,20150218T000000,325000,3,1,1300,9300,1,4,7,1300,0,1977,98077 - Cottage Lake
3866,1771110090,20140820T000000,316000,3,0.75,1270,10092,1,5,7,1270,0,1971,98077 - Cottage Lake
3867,1771110550,20141204T000000,320000,3,1,1330,9540,1,4,7,1330,0,1971,98077 - Cottage Lake
3868,1771110640,20140624T000000,367500,3,1,1660,11783,1,4,7,1160,500,1978,98077 - Cottage Lake
3869,1771110720,20140521T000000,330000,3,1,1250,9126,1,3,7,1250,0,1969,98077 - Cottage Lake
3870,1772600510,20140620T000000,625000,3,2.5,2440,4800,2,3,10,2440,0,2014,98106 - Seattle
3871,1772600665,20150225T000000,562000,3,2,2510,5200,1,5,8,1470,1040,1925,98106 - Seattle
3872,1773100121,20140623T000000,286000,3,2.75,1100,750,2,3,7,780,320,2008,98106 - Seattle
3873,1773100123,20141002T000000,285000,3,1.75,1100,1307,2,3,7,780,320,2008,98106 - Seattle
3874,1773100275,20150201T000000,205000,2,1.5,830,1020,2,3,7,830,0,2006,98106 - Seattle
3875,1773100310,20150423T000000,464950,4,2.5,1640,6000,2,3,7,1640,0,2011,98106 - Seattle
3876,1773100315,20140827T000000,445000,4,2.5,2170,6000,2,3,7,1630,540,2008,98106 - Seattle
3877,1773100416,20141120T000000,315000,3,2.5,1410,1325,2,3,7,1180,230,2007,98106 - Seattle
3878,1773100430,20150424T000000,313500,2,1.5,1270,1282,2,3,8,1000,270,2006,98106 - Seattle
3879,1773100510,20140915T000000,396000,3,1.75,2340,5668,1,4,6,1200,1140,1941,98106 - Seattle
3880,1773100541,20150417T000000,389950,3,2.25,1580,920,3,3,8,1580,0,2015,98106 - Seattle
3881,1773100561,20150305T000000,308000,3,2.5,1250,1150,2,3,8,1080,170,2009,98106 - Seattle
3882,1773100604,20140721T000000,346000,3,3.25,1500,1442,2,3,8,1150,350,2007,98106 - Seattle
3883,1773100620,20150505T000000,350000,5,3,2320,8400,1,3,7,1510,810,1963,98106 - Seattle
3884,1773100755,20140821T000000,520000,11,3,3000,4960,2,3,7,2400,600,1918,98106 - Seattle
3885,1773100765,20150429T000000,229000,1,1,600,3720,1,3,6,600,0,1920,98106 - Seattle
3886,1773100920,20141211T000000,320000,3,3.25,1480,1192,2,3,8,1180,300,2013,98106 - Seattle
3887,1773100921,20141215T000000,312500,3,3.25,1480,983,2,3,8,1180,300,2013,98106 - Seattle
3888,1773100922,20141208T000000,315000,3,3.25,1480,983,2,3,8,1180,300,2013,98106 - Seattle
3889,1773100924,20140708T000000,320000,3,3.25,1450,1387,2,3,8,1180,270,2013,98106 - Seattle
3890,1773100926,20140603T000000,320000,3,3.25,1530,1602,2,3,8,1140,390,2013,98106 - Seattle
3891,1773100967,20150223T000000,299999,3,2.25,1350,1234,2,3,7,1160,190,2007,98106 - Seattle
3892,1773100972,20140515T000000,312000,3,2.25,1490,974,2,3,7,1220,270,2009,98106 - Seattle
3893,1773100980,20140618T000000,309000,3,2.25,1490,1294,2,3,7,1220,270,2010,98106 - Seattle
3894,1773101020,20141020T000000,307000,5,1.5,1310,4800,1.5,3,6,1110,200,1929,98106 - Seattle
3895,1773101050,20150220T000000,290000,3,1,960,4560,1,4,7,960,0,1968,98106 - Seattle
3896,1773101159,20150107T000000,250000,3,2.25,1050,572,2,3,7,740,310,2006,98106 - Seattle
3897,1773101215,20140717T000000,399700,4,1.75,1320,4800,1,4,7,870,450,1930,98106 - Seattle
3898,1773101335,20141103T000000,399950,3,2.5,1400,4400,1,3,7,1400,0,1930,98106 - Seattle
3899,1773101340,20150202T000000,399950,4,2.75,1920,4400,1,4,6,960,960,1906,98106 - Seattle
3900,1773101530,20141218T000000,275000,1,1,520,4800,1,3,5,520,0,1930,98106 - Seattle
3901,1773600264,20150223T000000,705000,5,3.5,3250,4800,2,3,9,2410,840,2010,98106 - Seattle
3902,1773600691,20140625T000000,346500,3,1,1150,11802,1,4,7,1150,0,1932,98106 - Seattle
3903,1774000030,20150330T000000,395000,6,2.25,2950,11200,1,4,7,1700,1250,1970,98072 - Cottage Lake
3904,1774000050,20140507T000000,480500,4,2.5,2180,11200,1,4,8,2180,0,1968,98072 - Cottage Lake
3905,1774000170,20150105T000000,419950,4,1.75,1870,16549,1,3,8,1870,0,1969,98072 - Cottage Lake
3906,1774000200,20141202T000000,400000,3,1.75,1920,9102,1,3,7,1920,0,1968,98072 - Cottage Lake
3907,1774000330,20140707T000000,437000,3,1.75,2220,17568,1,4,8,2220,0,1967,98072 - Cottage Lake
3908,1774000720,20140620T000000,425000,3,2.25,1790,10209,1,3,7,1290,500,1967,98072 - Cottage Lake
3909,1774000780,20150105T000000,469500,4,2.75,1930,13041,1,4,8,1180,750,1980,98072 - Cottage Lake
3910,1774200060,20140617T000000,669000,4,2.75,2700,35362,2,5,8,2700,0,1976,98077 - Cottage Lake
3911,1774200190,20150428T000000,580000,3,2.75,2660,32757,1,4,8,2660,0,1975,98077 - Cottage Lake
3912,1774200230,20150120T000000,585000,6,3,3870,43787,2,3,8,2700,1170,1976,98077 - Cottage Lake
3913,1774220070,20150507T000000,550000,4,2.25,2590,36256,2,3,8,2590,0,1978,98077 - Cottage Lake
3914,1774220160,20141104T000000,632925,3,2.5,2990,32239,2,4,8,2990,0,1978,98077 - Cottage Lake
3915,1774220350,20150401T000000,510000,3,2.25,2370,38639,1,3,8,1930,440,1978,98077 - Cottage Lake
3916,1774220400,20140513T000000,591000,4,2.25,2710,38180,2,4,8,2710,0,1977,98077 - Cottage Lake
3917,1774230090,20140613T000000,697000,4,2.75,3650,48351,1.5,4,8,3650,0,1978,98077 - Cottage Lake
3918,1774230180,20140917T000000,696500,5,2.25,3210,61419,1.5,3,8,3210,0,1979,98077 - Cottage Lake
3919,1774230300,20150306T000000,615000,3,2.5,2980,43301,1,4,8,1930,1050,1978,98077 - Cottage Lake
3920,1774350160,20140718T000000,522250,4,2.5,2340,41600,1,3,8,1640,700,1977,98077 - Cottage Lake
3921,1775500050,20150129T000000,440000,1,1,1160,64469,1,3,7,1160,0,2009,98072 - Cottage Lake
3922,1775500310,20150121T000000,455000,4,1.75,3060,94089,1,3,8,3060,0,1958,98072 - Cottage Lake
3923,1775500362,20141013T000000,625000,4,2.5,2601,34335,2,3,9,2601,0,1995,98072 - Cottage Lake
3924,1775500371,20150501T000000,712000,4,2.5,3140,32336,1.5,3,10,3140,0,1995,98072 - Cottage Lake
3925,1775700011,20150512T000000,390000,3,2.5,1410,26375,1,3,6,1410,0,1992,98077 - Cottage Lake
3926,1775800220,20150402T000000,410988,3,1.75,1000,14061,1,4,7,1000,0,1967,98072 - Cottage Lake
3927,1775800280,20150226T000000,310000,5,2,2900,11970,2,4,7,2900,0,1969,98072 - Cottage Lake
3928,1775800290,20140801T000000,354000,3,1.75,1260,12330,1,3,7,1260,0,1968,98072 - Cottage Lake
3929,1775800420,20150202T000000,474000,4,2.25,1960,14834,1,4,8,1330,630,1976,98072 - Cottage Lake
3930,1775800510,20150324T000000,432000,4,1,1750,12528,1,4,7,1750,0,1967,98072 - Cottage Lake
3931,1775800710,20150126T000000,315500,3,1,1300,12600,1,4,7,1300,0,1969,98072 - Cottage Lake
3932,1775800740,20150206T000000,414250,4,1.75,1640,13566,1,4,7,1120,520,1977,98072 - Cottage Lake
3933,1775800750,20150310T000000,344000,3,1,1150,12402,1,4,6,1150,0,1969,98072 - Cottage Lake
3934,1775800800,20150224T000000,396000,3,1,1500,12616,1,3,7,1500,0,1967,98072 - Cottage Lake
3935,1775800860,20150428T000000,469500,3,2.25,1850,12000,1,4,7,1300,550,1977,98072 - Cottage Lake
3936,1775801020,20141124T000000,410000,3,1.75,1530,26642,1,3,7,1180,350,1988,98072 - Cottage Lake
3937,1775801090,20140530T000000,465000,4,2.25,1820,20349,1,5,8,1340,480,1977,98072 - Cottage Lake
3938,1775801260,20150311T000000,425000,4,2.5,1930,14196,1,4,7,1330,600,1977,98072 - Cottage Lake
3939,1775801340,20140606T000000,415000,3,1.75,1910,12596,1,3,7,1340,570,1977,98072 - Cottage Lake
3940,1775801405,20141216T000000,557500,4,2.5,2390,38258,2,3,8,2390,0,2001,98072 - Cottage Lake
3941,1775900140,20140709T000000,400000,3,2,1760,6875,1,4,8,1760,0,1967,98072 - Cottage Lake
3942,1775900220,20140922T000000,300000,3,1.5,1320,15053,1,3,7,1320,0,1979,98072 - Cottage Lake
3943,1775910270,20141020T000000,355000,3,1,1200,16000,1,3,7,1200,0,1970,98072 - Cottage Lake
3944,1775910370,20150205T000000,464000,4,2.25,2220,15232,1,3,9,1690,530,1978,98072 - Cottage Lake
3945,1775910460,20150313T000000,395000,3,2.5,1630,15200,1,3,7,1120,510,1988,98072 - Cottage Lake
3946,1775920210,20140530T000000,374000,3,1,1200,9800,1,4,7,1200,0,1971,98072 - Cottage Lake
3947,1775920340,20150126T000000,484000,4,1.75,2440,16730,1,3,7,1390,1050,1976,98072 - Cottage Lake
3948,1775920350,20141124T000000,323000,3,1,1290,12231,1,3,7,1290,0,1976,98072 - Cottage Lake
3949,1775930010,20141222T000000,335000,3,2.75,1990,19991,1,3,7,1340,650,1977,98072 - Cottage Lake
3950,1775930140,20150505T000000,365000,3,1.75,1830,17349,1,3,8,1230,600,1977,98072 - Cottage Lake
3951,1775930440,20140623T000000,479000,3,2.25,2110,11319,2,4,8,2110,0,1978,98072 - Cottage Lake
3952,1775950030,20140812T000000,375000,4,1.75,1940,15909,1,3,8,970,970,1974,98072 - Cottage Lake
